genero,jornada,zona,estado_civil,ocupacion,nivel_de_formacion,medio_de_transporte,municipio_direccion,tipo_programa,programa,eps,edad,estrato,semestre_periodo,estrato_imputado,transporte_imputado,edad_imputada,anio_matricula,estado,desercion
Femenino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,02T-TÉCNICO LABORAL AUXILIAR EN GESTIÓN DOCUMENTAL,EPS Sura,49,4,1,0,0,0,2018.0,Graduado,0
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),Savia Salud,20,2,1,0,0,0,2020.0,Graduado,0
Femenino,NOCHE,Urbana,Soltero(a),Sin registro,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,Sin registro,30,2,2,1,1,0,2016.0,Sancionado,1
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Pregrado,Transporte público,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),EPS Sura,28,2,1,0,0,0,2017.0,Inactivo,1
Femenino,DIURNA,Urbana,Soltero(a),Empleado,Pregrado,Transporte público,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,Sin registro,44,2,2,0,1,0,2015.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Sin registro,Sin registro,Transporte público,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),Sin registro,31,3,1,0,1,0,2014.0,Activo,0
Femenino,DIURNA,Urbana,Casado(a),Independiente,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,Sanitas EPS,41,2,1,0,1,0,2014.0,Graduado,0
Femenino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Bello,Extension,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,Sin registro,29,3,2,1,1,0,2020.0,Activo,0
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,EPS Sura,21,3,1,0,0,0,2018.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Desempleado,Básica secundaria,A pie,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,EPS Sura,23,2,1,0,0,0,2017.0,Inactivo,1
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA CONTAC CENTER,Sin registro,25,2,1,0,1,0,2015.0,Inactivo,1
Masculino,NOCHE,Urbana,Unión libre,Empleado,Media,A pie,Envigado,Tecnico Laboral,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,EPS Sura,41,1,1,0,0,0,2017.0,Graduado,0
Masculino,MEDIA TÉCNICA,Rural,Soltero(a),Estudiante superior,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,22,3,2,0,0,0,2020.0,Inactivo,0
Masculino,NOCHE,Urbana,Soltero(a),Desempleado,Media,Transporte público,Envigado,Tecnico Laboral,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),SISBEN,23,2,1,0,0,0,2021.0,Activo,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Coomeva EPS,14,2,2,0,0,0,2021.0,Inactivo,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,A pie,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,MEDIMAS,23,4,1,0,0,0,2019.0,Inactivo,1
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Media,Moto,Envigado,Tecnico Laboral,06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO,Nueva Promotora de Salud - Nueva EPS,29,3,1,0,0,0,2019.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),EPS Sura,27,3,2,0,0,0,2018.0,Graduado,0
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Pregrado,Transporte público,Envigado,Tecnico Laboral,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,Cafesalud  EPS,34,3,2,0,1,0,2015.0,Graduado,0
Femenino,NOCHE,Urbana,Soltero(a),Sin registro,Pregrado,Transporte público,Envigado,Tecnico Laboral,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),Sin registro,31,2,2,0,1,0,2015.0,Inactivo,1
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,Nueva Promotora de Salud - Nueva EPS,52,2,2,0,0,0,2016.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Empleado,Media,Transporte público,Medellín,Tecnico Laboral,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,Sin registro,35,2,2,1,1,0,2015.0,Inactivo,1
Femenino,MEDIA TÉCNICA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Sin registro,18,2,2,1,1,0,2020.0,Inactivo,0
Femenino,MEDIA TÉCNICA,Rural,Soltero(a),Estudiante básica,Sin registro,Transporte público,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Nueva Promotora de Salud - Nueva EPS,16,2,2,0,0,0,2020.0,Inactivo,0
Masculino,DIURNA,Urbana,Soltero(a),Desempleado,Básica secundaria,Moto,Envigado,Tecnico Laboral,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),Cafesalud  EPS,23,3,2,0,0,0,2016.0,Inactivo,1
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Medellín,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,EPS Sura,20,2,1,0,0,0,2020.0,Inactivo,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos),Compensar EPS,25,3,2,0,0,0,2016.0,Graduado,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Automóvil,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,15,2,2,0,0,0,2021.0,Inactivo,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Media,Transporte público,Envigado,Media Tecnica,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Sin registro,22,3,1,0,1,0,2018.0,Inactivo,1
Femenino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,14T-TÉCNICO LABORAL EN CONTABILIDAD,Coomeva EPS,48,3,2,0,0,0,2021.0,Inactivo,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),SISBEN,22,3,1,0,0,0,2017.0,Graduado,0
Femenino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Sabaneta,Extension,EXTENSIÓN - OFFICE 365 VIRTUAL,Sin registro,57,3,2,1,1,0,2020.0,Activo,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Medellín,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),EPS Sura,32,2,1,0,1,0,2016.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Coomeva EPS,24,2,2,0,0,0,2016.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Sabaneta,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Salud Total EPS,19,3,1,0,0,0,2019.0,Aplazamiento Semestre,1
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),Nueva Promotora de Salud - Nueva EPS,34,3,2,0,0,0,2015.0,Graduado,0
Masculino,MEDIA TÉCNICA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA MECÁNICA MOTOS,Sin registro,22,3,1,1,1,0,2018.0,Inactivo,1
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Sin registro,27,2,2,0,0,0,2020.0,Aplazamiento Semestre,1
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,3,2,0,0,0,2020.0,Inactivo,0
Masculino,NOCHE,Urbana,Casado(a),Empleado,Media,Transporte público,Medellín,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,EPS Sura,47,5,2,0,1,0,2015.0,Activo,0
Femenino,NOCHE,Urbana,Soltero(a),Sin registro,Sin registro,Transporte público,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),Sin registro,26,2,1,0,1,0,2016.0,Cancelado,1
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,Sin registro,21,2,1,0,0,0,2022.0,Activo,0
Masculino,NOCHE,Urbana,Casado(a),Empleado,Básica secundaria,Transporte público,Medellín,Tecnico Laboral,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),EPS Sura,45,2,1,0,0,0,2017.0,Inactivo,1
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Sin registro,34,2,1,0,1,0,2017.0,Graduado,0
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),EPS Sura,20,2,2,0,0,0,2019.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,SISBEN,25,2,2,0,0,0,2020.0,Inactivo,0
Masculino,NOCHE,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Tecnico Laboral,FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT,Sin registro,43,3,1,1,1,0,2021.0,Activo,0
Femenino,MEDIA TÉCNICA,Urbana,Unión libre,Estudiante básica,Sin registro,A pie,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,18,3,2,0,0,0,2020.0,Inactivo,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Itagui,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),SISBEN,26,3,1,0,1,0,2015.0,Inactivo,1
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Caldas,Tecnico Laboral,TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ,EPS Sura,29,2,2,0,1,0,2017.0,Graduado,0
Masculino,NOCHE,Urbana,Unión libre,Estudiante superior,Básica secundaria,Moto,Envigado,Tecnico Laboral,15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos),Sin registro,55,2,2,0,0,0,2016.0,Graduado,0
Femenino,MEDIA TÉCNICA,Rural,Soltero(a),Estudiante básica,Sin registro,Automóvil,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,1,2,0,0,0,2020.0,Inactivo,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),EPS Sura,28,3,1,0,0,0,2017.0,Sancionado,1
Masculino,NOCHE,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Sin registro,Extension,CURSO EXTENSION PARRILLA Y MARIDAJE,Sin registro,49,3,2,1,1,0,2017.0,Activo,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Itagui,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,17,2,2,0,0,0,2020.0,Inactivo,0
Masculino,DIURNA,Urbana,Soltero(a),Independiente,Media,Transporte público,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,Sin registro,25,3,1,0,1,0,2016.0,Inactivo,1
Femenino,NOCHE,Rural,Casado(a),Desempleado,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),Coomeva EPS,36,2,2,0,0,0,2016.0,Sancionado,1
Masculino,NOCHE,Urbana,Unión libre,Empleado,Media,Moto,Envigado,Tecnico Laboral,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),EPS Sura,36,2,2,0,0,0,2018.0,Graduado,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Básica secundaria,A pie,Envigado,Media Tecnica,MEDIA TECNICA MARKETING DIGITAL,Savia Salud,15,2,1,0,0,0,2021.0,Activo,0
Masculino,NOCHE,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Medellín,Extension,CURSO EXTENSIÓN EXCEL,Sin registro,69,2,2,1,1,0,2019.0,Activo,0
Masculino,MEDIA TÉCNICA,Urbana,Sin registro,Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Sin registro,17,2,2,0,0,0,2021.0,Activo,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),EPS Sura,22,3,1,0,0,0,2019.0,Inactivo,1
Masculino,NOCHE,Urbana,Soltero(a),Desempleado,Media,A pie,Envigado,Tecnico Laboral,15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos),Nueva Promotora de Salud - Nueva EPS,25,3,1,0,0,0,2017.0,Inactivo,1
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Nueva Promotora de Salud - Nueva EPS,16,3,2,0,0,0,2020.0,Inactivo,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Automóvil,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,17,2,2,0,0,0,2020.0,Inactivo,0
Femenino,NOCHE,Rural,Separado(a),Independiente,Sin registro,Moto,Envigado,Tecnico Laboral,07T-TÉCNICO LABORAL EN ATENCION Y CUIDADO DE PERSONAS MAYORES,Sin registro,54,3,2,0,0,0,2021.0,Activo,0
Masculino,MEDIA TÉCNICA,Rural,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Nueva Promotora de Salud - Nueva EPS,17,1,2,0,0,0,2020.0,Inactivo,0
Femenino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),Savia Salud,24,2,1,0,0,0,2016.0,Graduado,0
Femenino,NOCHE,Urbana - rural,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,14T-TÉCNICO LABORAL EN CONTABILIDAD,EPS Sura,23,3,1,0,0,0,2022.0,Activo,0
Masculino,DIURNA,Urbana,Unión libre,Estudiante superior,Sin registro,A pie,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),Sin registro,21,3,1,0,0,0,2021.0,Sancionado,1
Femenino,NOCHE,Urbana,Unión libre,Desempleado,Media,Moto,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),Cafesalud  EPS,35,3,1,0,0,0,2016.0,Graduado,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Empleado,Básica secundaria,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA CONTAC CENTER,EPS Sura,24,2,2,0,0,0,2015.0,Graduado,0
Masculino,DIURNA,Urbana,Casado(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Sin registro,32,2,1,0,1,0,2015.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,Coomeva EPS,24,3,1,0,0,0,2016.0,Inactivo,1
Femenino,DIURNA,Urbana,Soltero(a),Independiente,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),EPS Sura,29,3,2,0,0,0,2016.0,Cancelado,1
Masculino,NOCHE,Urbana,Soltero(a),Estudiante básica,Pregrado,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),EPS Sura,26,2,2,0,0,0,2015.0,Inactivo,1
Femenino,NOCHE,Urbana,Unión libre,Empleado,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),EPS Sura,23,3,1,0,0,0,2021.0,Cancelado,1
Femenino,NOCHE,Urbana,Casado(a),Empleado,Postgrado,Automóvil,Envigado,Tecnico Laboral,FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT,EPS Sura,42,5,1,0,0,0,2021.0,Activo,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Sin registro,28,2,2,0,0,0,2014.0,Inactivo,1
Femenino,NOCHE,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Extension,CURSO EXTENSIÓN WORD,Sin registro,61,3,1,1,1,0,2019.0,Inactivo,1
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),EPS Sura,20,3,1,0,0,0,2020.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,Moto,Itagui,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),Cafesalud  EPS,36,3,2,0,0,0,2016.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Moto,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),EPS Sura,27,4,1,0,0,0,2015.0,Inactivo,1
Femenino,NOCHE,Urbana,Unión libre,Empleado,Media,Transporte público,Envigado,Tecnico Laboral,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,EPS Sura,37,2,1,0,0,0,2022.0,Activo,0
Masculino,DIURNA,Urbana,Soltero(a),Desempleado,Básica secundaria,Transporte público,Itagui,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Cruz Blanca  EPS,23,2,2,0,0,0,2017.0,Graduado,0
Masculino,NOCHE,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Medellín,Extension,CURSO EXTENSIÓN EXCEL,Sin registro,43,2,2,1,1,0,2019.0,Activo,0
Masculino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Extension,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,Sin registro,17,2,2,1,1,0,2020.0,Activo,0
Masculino,MEDIA TÉCNICA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Sin registro,16,3,2,1,1,0,2020.0,Inactivo,0
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Moto,Envigado,Tecnico Laboral,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),Cafesalud  EPS,22,2,1,0,0,0,2017.0,Graduado,0
Masculino,MEDIA TÉCNICA,Urbana,Unión libre,Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA MERCADEO Y VENTAS,EPS Sura,18,2,1,0,0,0,2020.0,Cancelado,1
Femenino,NOCHE,Urbana,Soltero(a),Independiente,Pregrado,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),EPS Sura,24,3,2,0,0,0,2017.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),EPS Sura,20,3,1,0,0,0,2019.0,Graduado,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,15,3,2,0,0,0,2021.0,Activo,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Sin registro,15,3,2,0,0,0,2021.0,Inactivo,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),EPS Sura,22,2,2,0,0,0,2016.0,Graduado,0
Masculino,MEDIA TÉCNICA,Urbana,Unión libre,Estudiante básica,Sin registro,A pie,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Sin registro,16,4,2,0,0,0,2020.0,Activo,0
Femenino,MEDIA TÉCNICA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Medellín,Media Tecnica,MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS,Sin registro,25,2,1,1,1,0,2016.0,Inactivo,1
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Medellín,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,SISBEN,20,3,1,0,0,0,2020.0,Inactivo,1
Masculino,DIURNA,Urbana,Soltero(a),Estudiante básica,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,EPS Sura,25,3,2,0,1,0,2016.0,Inactivo,1
Femenino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,Savia Salud,21,2,1,0,0,0,2022.0,Activo,0
Masculino,NOCHE,Urbana,Soltero(a),Independiente,Media,Moto,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),EPS Sura,42,3,2,0,0,0,2016.0,Aplazamiento Semestre,1
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Media Tecnica,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,EPS Sura,19,2,1,0,0,0,2018.0,Graduado,0
Femenino,NOCHE,Urbana,Unión libre,Empleado,Media,Transporte público,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),EPS Sura,45,3,2,0,0,0,2020.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Independiente,Media,Transporte público,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Sin registro,29,3,2,0,0,0,2017.0,Inactivo,1
Femenino,DIURNA,Urbana,Casado(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),EPS Sura,43,2,2,0,0,0,2016.0,Aplazamiento Semestre,1
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Itagui,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,15,3,2,0,0,0,2021.0,Inactivo,0
Masculino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Medellín,Extension,EXTENSIÓN COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA,Sin registro,61,2,2,1,1,0,2020.0,Activo,0
Femenino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Automóvil,Envigado,Tecnico Laboral,14T-TÉCNICO LABORAL EN CONTABILIDAD,EPS Sura,22,5,1,0,0,0,2021.0,Sancionado,1
