genero,jornada,zona,estado_civil,ocupacion,nivel_de_formacion,medio_de_transporte,municipio_direccion,tipo_programa,programa,eps,edad,estrato,semestre_periodo,estrato_imputado,transporte_imputado,edad_imputada,anio_matricula,estado,desercion
Femenino,NOCHE,Urbana,Soltero(a),Estudiante básica,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),ALIANSALUD EPS S.A.,32,2,2,0,0,0,2016.0,Inactivo,1
Femenino,MEDIA TÉCNICA,Urbana - rural,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS,EPS Sura,20,3,1,0,0,0,2018.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Sin registro,Sin registro,Transporte público,Itagui,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),Sin registro,27,2,2,0,1,0,2014.0,Activo,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,17,3,2,0,0,0,2020.0,Inactivo,0
Femenino,NOCHE,Rural,Soltero(a),Independiente,Media,A pie,Envigado,Tecnico Laboral,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,EPS Sura,45,3,1,0,0,0,2022.0,Activo,0
Femenino,NOCHE,Rural,Unión libre,Empleado,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),Coomeva EPS,52,3,2,0,0,0,2016.0,Graduado,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,15,2,2,0,0,0,2021.0,Inactivo,0
Femenino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Extension,EXTENSION HERRAMIENTAS TICS,Sin registro,42,3,2,1,1,0,2020.0,Activo,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Automóvil,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,15,3,2,0,0,0,2021.0,Inactivo,0
Femenino,NOCHE,Urbana,Soltero(a),Estudiante superior,Pregrado,Transporte público,Envigado,Tecnico Laboral,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),EPS Sura,33,3,2,0,1,0,2016.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Desempleado,Media,A pie,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Coomeva EPS,22,2,2,0,0,0,2016.0,Graduado,0
Femenino,NOCHE,Urbana,Soltero(a),Desempleado,Media,Transporte público,Envigado,Tecnico Laboral,13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL,Sin registro,26,4,2,0,0,0,2021.0,Inactivo,0
Femenino,NOCHE,Urbana,Soltero(a),Desempleado,Media,Transporte público,Envigado,Tecnico Laboral,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,SISBEN,28,2,1,0,0,0,2016.0,Graduado,0
Femenino,DIURNA,Urbana,Casado(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO,Sin registro,63,2,1,0,1,0,2016.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Medellín,Extension,MIN TRABAJO INICIAL,Sin registro,35,2,2,0,1,0,2015.0,Inactivo,1
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,A pie,Medellín,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Sin registro,27,2,2,0,0,0,2018.0,Activo,0
Masculino,DIURNA,Urbana,Soltero(a),Desempleado,Media,Transporte público,Medellín,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Sin registro,26,2,1,0,1,0,2015.0,Inactivo,1
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),EPS Sura,23,2,1,0,0,0,2019.0,Sancionado,1
Masculino,DIURNA,Urbana,Soltero(a),Sin registro,Media,Transporte público,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,Sin registro,29,4,2,0,0,0,2014.0,Inactivo,1
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Sin registro,16,4,2,0,0,0,2020.0,Inactivo,0
Femenino,DIURNA,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),Sin registro,26,3,2,0,1,0,2015.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,A pie,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,EPS Sura,23,2,1,0,0,0,2019.0,Inactivo,1
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Sin registro,Sin registro,Transporte público,Itagui,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,2,2,0,0,0,2020.0,Inactivo,0
Masculino,MEDIA TÉCNICA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Sin registro,15,3,2,1,1,0,2021.0,Inactivo,0
Femenino,NOCHE,Urbana,Casado(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),EPS Sura,33,3,2,0,0,0,2016.0,Graduado,0
Masculino,NOCHE,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Medellín,Tecnico Laboral,EXT - COCINA BÁSICA,Sin registro,63,2,1,1,1,0,2019.0,Activo,0
Masculino,NOCHE,Urbana,Soltero(a),Sin registro,Sin registro,Transporte público,Envigado,Tecnico Laboral,TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ,Sin registro,34,2,2,0,1,0,2014.0,Inactivo,1
Femenino,MEDIA TÉCNICA,Urbana,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,2,2,0,0,0,2020.0,Inactivo,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),EPS Sura,18,3,2,0,0,0,2020.0,Inactivo,0
Femenino,NOCHE,Urbana,Casado(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),Sin registro,39,4,1,0,1,0,2015.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Sin registro,21,2,2,0,0,0,2017.0,Inactivo,1
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Sanitas EPS,15,3,2,0,0,0,2021.0,Inactivo,0
Masculino,DIURNA,Urbana,Unión libre,Empleado,Media,Moto,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),SISBEN,30,3,2,0,0,0,2019.0,Sancionado,1
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,A pie,Envigado,Tecnico Laboral,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),EPS Sura,35,2,2,0,0,0,2020.0,Inactivo,0
Femenino,NOCHE,Rural,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),EPS Sura,28,2,1,0,0,0,2019.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Desempleado,Básica secundaria,A pie,Envigado,Tecnico Laboral,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,Sin registro,19,2,2,0,0,0,2021.0,Aplazamiento Semestre,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Sin registro,Sin registro,Transporte público,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Salud Total EPS,17,2,2,0,0,0,2020.0,Inactivo,0
Masculino,MEDIA TÉCNICA,Urbana,Sin registro,Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,COOSALUD EPS,18,2,2,0,0,0,2020.0,Inactivo,0
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,EPS Sura,39,2,2,0,0,0,2020.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,EPS Sura,33,3,2,0,1,0,2016.0,Inactivo,1
Femenino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Extension,EXTENSION HERRAMIENTAS TICS,Sin registro,26,3,2,1,1,1,2020.0,Activo,0
Femenino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Extension,EXTENSIÓN COMPETENCIAS COMPORTAMENTALES PARA EL TRABAJO REMOTO EN CASA,Sin registro,61,3,2,1,1,0,2020.0,Activo,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Pregrado,Transporte público,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),EPS Sura,31,4,2,0,1,0,2015.0,Graduado,0
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,18T-TÉCNICO LABORAL EN GASTRONOMÍA,Colsanitas,18,3,1,0,0,0,2021.0,Activo,0
Femenino,NOCHE,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Tecnico Laboral,EXT - COCINA BÁSICA,Sin registro,59,3,1,1,1,0,2019.0,Activo,0
Femenino,NOCHE,Rural,Unión libre,Empleado,Media,Transporte público,Envigado,Tecnico Laboral,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),Suramericana,41,2,1,0,0,0,2020.0,Inactivo,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Medellín,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Coomeva EPS,37,3,2,0,0,0,2019.0,Inactivo,1
Masculino,DIURNA,Urbana,Soltero(a),Independiente,Media,Transporte público,Envigado,Tecnico Laboral,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),Sin registro,34,2,2,0,0,0,2017.0,Inactivo,1
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),EPS Sura,26,3,1,0,0,0,2017.0,Inactivo,1
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),EPS Sura,24,1,2,0,0,0,2018.0,Graduado,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Media,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA MECÁNICA MOTOS,EPS Sura,19,3,1,0,0,0,2020.0,Inactivo,1
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),Sin registro,27,3,2,0,0,0,2016.0,Graduado,0
Masculino,NOCHE,Urbana,Casado(a),Independiente,Media,Bicicleta,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,EPS Sura,38,3,2,0,0,0,2021.0,Activo,0
Femenino,NOCHE,Urbana,Soltero(a),Independiente,Media,A pie,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,EPS Sura,28,3,2,0,0,0,2019.0,Graduado,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Sanitas EPS,16,2,2,0,0,0,2020.0,Inactivo,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Sin registro,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,3,2,1,0,0,2020.0,Inactivo,0
Femenino,DIURNA,Urbana,Casado(a),Desempleado,Básica secundaria,A pie,Envigado,Tecnico Laboral,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,Suramericana,41,3,1,0,0,0,2022.0,Activo,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Salud Total EPS,17,3,2,0,0,0,2020.0,Inactivo,0
Femenino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),Solsalud E.P.S. S.A.,33,3,2,0,0,0,2018.0,Graduado,0
Femenino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,EPS Sura,20,3,2,0,0,0,2017.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Independiente,Media,Moto,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),EPS Sura,27,3,1,0,0,0,2018.0,Graduado,0
Femenino,DIURNA,Sin registro,Sin registro,Sin registro,Sin registro,Transporte público,Envigado,Extension,EXTENSIÓN - BIOSEGURIDAD,Sin registro,25,2,2,1,1,0,2021.0,Activo,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,Salud Total EPS,17,3,2,0,0,0,2020.0,Inactivo,0
Femenino,NOCHE,Urbana,Soltero(a),Desempleado,Básica secundaria,Moto,Medellín,Tecnico Laboral,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,Sin registro,25,2,1,0,0,0,2017.0,Inactivo,1
Masculino,NOCHE,Urbana,Casado(a),Empleado,Media,Moto,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),EPS Sura,40,3,1,0,0,0,2015.0,Graduado,0
Masculino,MEDIA TÉCNICA,Urbana,Sin registro,Sin registro,Sin registro,Transporte público,Medellín,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,2,2,0,0,0,2020.0,Inactivo,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,SISBEN,26,1,2,0,0,0,2016.0,Graduado,0
Masculino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,15,2,2,0,0,0,2021.0,Inactivo,0
Femenino,NOCHE,Rural,Casado(a),Independiente,Media,A pie,Envigado,Tecnico Laboral,06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO,Salud Total EPS,55,3,1,0,0,0,2017.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Desempleado,Media,Transporte público,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,EPS Sura,27,3,1,0,0,0,2019.0,Sancionado,1
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),EPS Sura,43,2,1,0,0,0,2016.0,Graduado,0
Femenino,MEDIA TÉCNICA,Sin registro,Soltero(a),Estudiante básica,Sin registro,A pie,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,16,2,2,0,0,0,2020.0,Inactivo,0
Femenino,DIURNA,Urbana,Soltero(a),Estudiante básica,Básica secundaria,Transporte público,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,SISBEN,25,3,1,0,0,0,2016.0,Inactivo,1
Masculino,DIURNA,Urbana,Soltero(a),Independiente,Media,Moto,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),SISBEN,38,2,2,0,0,0,2020.0,Inactivo,1
Masculino,MEDIA TÉCNICA,Urbana - rural,Soltero(a),Estudiante básica,Sin registro,Transporte público,Envigado,Media Tecnica,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,EPS Sura,16,3,1,0,0,0,2021.0,Inactivo,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),Coomeva EPS,23,2,2,0,0,0,2019.0,Sancionado,1
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Básica secundaria,A pie,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),SISBEN,23,3,1,0,0,0,2016.0,Inactivo,1
Femenino,NOCHE,Urbana,Casado(a),Independiente,Básica secundaria,A pie,Envigado,Tecnico Laboral,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),Sanitas EPS,53,3,1,0,0,0,2020.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Itagui,Tecnico Laboral,TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ,Sin registro,29,4,1,0,0,0,2015.0,Inactivo,1
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Sin registro,Moto,Envigado,Media Tecnica,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,EPS Sura,15,3,2,0,0,0,2021.0,Inactivo,0
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Básica secundaria,Moto,Envigado,Tecnico Laboral,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,EPS Sura,25,3,2,0,0,0,2020.0,Inactivo,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Medellín,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Sin registro,21,2,2,0,0,0,2018.0,Inactivo,1
Femenino,NOCHE,Urbana,Casado(a),Empleado,Media,Automóvil,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,EPS Sura,35,3,2,0,0,0,2018.0,Cancelado,1
Masculino,DIURNA,Urbana - rural,Soltero(a),Estudiante superior,Media,Transporte público,Caldas,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Sin registro,26,3,2,0,1,0,2015.0,Inactivo,1
Femenino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,Savia Salud,19,2,1,0,0,0,2022.0,Activo,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Media,A pie,Envigado,Tecnico Laboral,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,EPS Sura,21,3,1,0,0,0,2018.0,Inactivo,1
Femenino,DIURNA,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),Sin registro,21,3,1,0,0,0,2019.0,Graduado,0
Femenino,MEDIA TÉCNICA,Urbana,Soltero(a),Estudiante básica,Básica secundaria,Automóvil,Envigado,Media Tecnica,MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS,EPS Sura,20,3,1,0,0,0,2018.0,Graduado,0
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),EPS Sura,29,2,1,0,0,0,2017.0,Inactivo,1
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Sin registro,Transporte público,Envigado,Tecnico Laboral,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),Sin registro,33,3,2,0,1,0,2016.0,Sancionado,1
Masculino,NOCHE,Urbana,Soltero(a),Desempleado,Media,A pie,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Nueva Promotora de Salud - Nueva EPS,25,3,2,0,0,0,2019.0,Graduado,0
Masculino,NOCHE,Urbana,Soltero(a),Estudiante superior,Básica secundaria,Transporte público,Medellín,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,Sin registro,26,2,1,0,0,0,2014.0,Inactivo,1
Masculino,NOCHE,Urbana,Soltero(a),Empleado,Media,Moto,Medellín,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Cafesalud  EPS,26,3,2,0,0,0,2018.0,Inactivo,1
Femenino,NOCHE,Urbana - rural,Soltero(a),Empleado,Media,A pie,Envigado,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,EPS Sura,34,2,1,0,0,0,2019.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),Coomeva EPS,24,2,2,0,1,0,2016.0,Inactivo,1
Masculino,DIURNA,Urbana,Soltero(a),Desempleado,Básica secundaria,A pie,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,Nueva Promotora de Salud - Nueva EPS,22,2,2,0,0,0,2017.0,Inactivo,1
Masculino,NOCHE,Urbana,Soltero(a),Desempleado,Media,Moto,Envigado,Tecnico Laboral,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,EPS Sura,37,3,1,0,0,0,2020.0,Cancelado,1
Masculino,NOCHE,Rural,Unión libre,Empleado,Media,Moto,Envigado,Tecnico Laboral,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,Suramericana,35,2,2,0,0,0,2020.0,Graduado,0
Femenino,NOCHE,Urbana,Casado(a),Empleado,Pregrado,Automóvil,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,Coomeva EPS,36,3,1,0,0,0,2018.0,Inactivo,1
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,EPS Sura,23,3,1,0,1,0,2016.0,Graduado,0
Femenino,NOCHE,Urbana,Separado(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,EPS Sura,47,3,1,0,0,0,2019.0,Inactivo,1
Femenino,NOCHE,Urbana,Soltero(a),Empleado,Media,Moto,Envigado,Tecnico Laboral,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),Nueva Promotora de Salud - Nueva EPS,32,3,2,0,0,0,2017.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,La Estrella,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),Sin registro,24,1,2,0,1,0,2016.0,Inactivo,1
Femenino,NOCHE,Urbana,Soltero(a),Desempleado,Media,A pie,Envigado,Tecnico Laboral,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,EPS Sura,29,3,1,0,0,0,2022.0,Activo,0
Masculino,DIURNA,Urbana,Soltero(a),Sin registro,Sin registro,Transporte público,Envigado,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Sin registro,28,2,2,0,1,0,2014.0,Inactivo,1
Masculino,DIURNA,Urbana,Soltero(a),Estudiante superior,Media,Transporte público,Envigado,Tecnico Laboral,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),EPS Sura,23,2,2,0,0,0,2018.0,Graduado,0
Masculino,NOCHE,Urbana - rural,Soltero(a),Empleado,Media,Transporte público,Envigado,Tecnico Laboral,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),EPS Sura,31,4,1,0,1,0,2015.0,Graduado,0
Masculino,DIURNA,Urbana,Soltero(a),Estudiante básica,Media,Transporte público,Medellín,Tecnico Laboral,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),Cafesalud  EPS,23,3,1,0,0,0,2016.0,Graduado,0
Femenino,DIURNA,Urbana,Casado(a),Estudiante superior,Pregrado,Transporte público,Medellín,Tecnico Laboral,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,Cafesalud  EPS,31,2,2,0,0,0,2016.0,Graduado,0
